id,kind,review_status,topic_tags,audit_note,raw,source_files,count
R0156,unclear_reference,raw_reference_fragment_preserved_for_followup,general,Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (general).,"Srivastava, Aarohi and Rastogi, Abhinav and Rao, Abhishek and Shoeb, Abu Awal Md and others (). Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models. Transactions on Machine Learning Research",papers/icml_publication_package_2026/proxy_resistant_agent_benchmarks/references.bib,1
R0157,external_linked,external_citation_reviewed_from_available_bibliographic_context,general,External citation item; used as literature grounding for general. Full local PDF was reviewed only if separately present in the PDF ledger.,"Liang, Percy and Bommasani, Rishi and Lee, Tony and Tsipras, Dimitris and Soylu, Dilara and Yasunaga, Michihiro and others (). Holistic Evaluation of Language Models. arXiv preprint arXiv:2211.09110",papers/icml_publication_package_2026/proxy_resistant_agent_benchmarks/references.bib,1
R0158,external_linked,external_citation_reviewed_from_available_bibliographic_context,general,External citation item; used as literature grounding for general. Full local PDF was reviewed only if separately present in the PDF ledger.,"Amodei, Dario and Olah, Chris and Steinhardt, Jacob and Christiano, Paul and Schulman, John and Mane, Dan (). Concrete Problems in AI Safety. arXiv preprint arXiv:1606.06565",papers/icml_publication_package_2026/proxy_resistant_agent_benchmarks/references.bib;papers/icml_publication_package_2026/structure_compatible_model_selection/references.bib,2
R0159,unclear_reference,raw_reference_fragment_preserved_for_followup,general,Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (general).,"Langosco, Lauro and Koch, Jack and Sharkey, Lee and Pfau, Jacob and Orseau, Laurent and Krueger, David (). Goal Misgeneralization in Deep Reinforcement Learning. International Conference on Machine Learning",papers/icml_publication_package_2026/proxy_resistant_agent_benchmarks/references.bib;papers/icml_publication_package_2026/structure_compatible_model_selection/references.bib,2
R0160,unclear_reference,raw_reference_fragment_preserved_for_followup,ood,Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (ood).,"D'Amour, Alexander and Heller, Katherine and Moldovan, Dan and Adlam, Ben and Alipanahi, Babak and Beutel, Alex and Chen, Christina and Deaton, Jonathan and Eisenstein, Jacob and Hoffman, Matthew D. and others (). Underspecification Presents Challenges for Credibility in Modern Machine Learning. Journal of Machine Learning Research",papers/icml_publication_package_2026/structure_compatible_model_selection/references.bib,1
R0161,external_linked,external_citation_reviewed_from_available_bibliographic_context,symmetry,External citation item; used as literature grounding for symmetry. Full local PDF was reviewed only if separately present in the PDF ledger.,"Arjovsky, Martin and Bottou, Leon and Gulrajani, Ishaan and Lopez-Paz, David (). Invariant Risk Minimization. arXiv preprint arXiv:1907.02893",papers/icml_publication_package_2026/structure_compatible_model_selection/references.bib,1
R0162,unclear_reference,raw_reference_fragment_preserved_for_followup,representation;ood,"Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (representation, ood).","Gulrajani, Ishaan and Lopez-Paz, David (). In Search of Lost Domain Generalization. International Conference on Learning Representations",papers/icml_publication_package_2026/structure_compatible_model_selection/references.bib,1
R0163,unclear_reference,raw_reference_fragment_preserved_for_followup,symmetry,Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (symmetry).,"Cohen, Taco and Welling, Max (). Group Equivariant Convolutional Networks. International Conference on Machine Learning",papers/icml_publication_package_2026/structure_compatible_model_selection/references.bib,1
R0164,unclear_reference,raw_reference_fragment_preserved_for_followup,representation;symmetry,"Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (representation, symmetry).","Sagawa, Shiori and Koh, Pang Wei and Hashimoto, Tatsunori B. and Liang, Percy (). Distributionally Robust Neural Networks for Group Shifts: On the Importance of Regularization for Worst-Case Generalization. International Conference on Learning Representations",papers/icml_publication_package_2026/structure_compatible_model_selection/references.bib,1
R0165,unclear_reference,raw_reference_fragment_preserved_for_followup,agency,Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (agency).,"Koh, Pang Wei and Sagawa, Shiori and Marklund, Henrik and Xie, Sang Michael and Zhang, Marvin and Balsubramani, Akshay and Hu, Weihua and Yasunaga, Michihiro and Phillips, Richard Lanas and Beery, Sara and others (). WILDS: A Benchmark of in-the-Wild Distribution Shifts. International Conference on Machine Learning",papers/icml_publication_package_2026/structure_compatible_model_selection/references.bib,1
R0166,unclear_reference,raw_reference_fragment_preserved_for_followup,causal;symmetry,"Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (causal, symmetry).","Peters, Jonas and Buehlmann, Peter and Meinshausen, Nicolai (). Causal Inference by Using Invariant Prediction: Identification and Confidence Intervals. Journal of the Royal Statistical Society: Series B",papers/icml_publication_package_2026/structure_compatible_model_selection/references.bib,1
R0167,unclear_reference,raw_reference_fragment_preserved_for_followup,ood,Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (ood).,"Geirhos, Robert and Jacobsen, Jorn-Henrik and Michaelis, Claudio and Zemel, Richard and Brendel, Wieland and Bethge, Matthias and Wichmann, Felix A. (). Shortcut Learning in Deep Neural Networks. Nature Machine Intelligence",papers/icml_publication_package_2026/structure_compatible_model_selection/references.bib,1
R0168,unclear_reference,raw_reference_fragment_preserved_for_followup,causal;representation,"Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (causal, representation).","Scholkopf, Bernhard and Locatello, Francesco and Bauer, Stefan and Ke, Nan Rosemary and Kalchbrenner, Nal and Goyal, Anirudh and Bengio, Yoshua (). Toward Causal Representation Learning. Proceedings of the IEEE",papers/icml_publication_package_2026/structure_compatible_model_selection/references.bib,1
R0169,unclear_reference,raw_reference_fragment_preserved_for_followup,representation,Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (representation).,"Locatello, Francesco and Bauer, Stefan and Lucic, Mario and Raetsch, Gunnar and Gelly, Sylvain and Schoelkopf, Bernhard and Bachem, Olivier (). Challenging Common Assumptions in the Unsupervised Learning of Disentangled Representations. International Conference on Machine Learning",papers/icml_publication_package_2026/structure_compatible_model_selection/references.bib,1
R0170,unclear_reference,raw_reference_fragment_preserved_for_followup,causal;representation,"Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (causal, representation).","Brehmer, Johann and De Haan, Pim and Lippe, Phillip and Cohen, Taco (). Weakly Supervised Causal Representation Learning. Advances in Neural Information Processing Systems",papers/icml_publication_package_2026/structure_compatible_model_selection/references.bib,1
R0171,unclear_reference,raw_reference_fragment_preserved_for_followup,representation;inquiry,"Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (representation, inquiry).","Hewitt, John and Liang, Percy (). Designing and Interpreting Probes with Control Tasks. EMNLP-IJCNLP",papers/icml_publication_package_2026/structure_compatible_model_selection/references.bib,1
R0172,unclear_reference,raw_reference_fragment_preserved_for_followup,general,Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (general).,"Meng, Kevin and Bau, David and Andonian, Alex and Belinkov, Yonatan (). Locating and Editing Factual Associations in GPT. Advances in Neural Information Processing Systems",papers/icml_publication_package_2026/structure_compatible_model_selection/references.bib,1
R0173,unclear_reference,raw_reference_fragment_preserved_for_followup,agency,Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (agency).,"Schick, Timo and Dwivedi-Yu, Jane and Dess{\i (). Toolformer: Language Models Can Teach Themselves to Use Tools. Advances in Neural Information Processing Systems",papers/icml_publication_package_2026/structure_compatible_model_selection/references.bib,1
R0174,unclear_reference,raw_reference_fragment_preserved_for_followup,representation,Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (representation).,"Khot, Tushar and Trivedi, Harsh and Finlayson, Matthew and Fu, Yao and Richardson, Kyle and Clark, Peter and Sabharwal, Ashish (). Decomposed Prompting: A Modular Approach for Solving Complex Tasks. International Conference on Learning Representations",papers/icml_publication_package_2026/structure_compatible_model_selection/references.bib,1
R0175,unclear_reference,raw_reference_fragment_preserved_for_followup,agency;representation,"Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (agency, representation).","Mialon, Gr{\'e}goire and Fourrier, Cl{\'e}mentine and Swift, Craig and Wolf, Thomas and LeCun, Yann and Scialom, Thomas (). GAIA: A Benchmark for General AI Assistants. International Conference on Learning Representations",papers/icml_publication_package_2026/structure_compatible_model_selection/references.bib,1
R0176,unclear_reference,raw_reference_fragment_preserved_for_followup,general,Ambiguous reference fragment from a paper reference section; preserved for exhaustive coverage and marked for manual bibliographic cleanup (general).,"Srivastava, Aarohi and Rastogi, Abhinav and Rao, Abhishek and Shoeb, Abu Awal Md and Abid, Abubakar and Fisch, Adam and Brown, Adam R. and Santoro, Adam and Gupta, Aditya and Garriga-Alonso, Adri{\a} and others (). Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models. Transactions on Machine Learning Research",papers/icml_publication_package_2026/structure_compatible_model_selection/references.bib,1
R0177,external_linked,external_citation_reviewed_from_available_bibliographic_context,general,External citation item; used as literature grounding for general. Full local PDF was reviewed only if separately present in the PDF ledger.,"Liang, Percy and Bommasani, Rishi and Lee, Tony and Tsipras, Dimitris and Soylu, Dilara and Yasunaga, Michihiro and Zhang, Yian and Narayanan, Deepak and Wu, Yuhuai and Kumar, Ananya and others (). Holistic Evaluation of Language Models. arXiv preprint arXiv:2211.09110",papers/icml_publication_package_2026/structure_compatible_model_selection/references.bib,1
