candidate_id,status,evidence_level,source_kind,title,authors,year,venue,doi,url,arxiv_id,topics,abstract_available,abstract_summary,relevance_to_corpus,limitations,audit_ids,source_files,raw_reference
S928e5a85b0,unresolved_external_reference,topic_inferred_from_citation_fragment,manual_topic_seed,General Identifiability and Achievability for CRL,,,,,,,causal_representation,False,No reliable external metadata/abstract was recovered automatically. Keep this row in the running bibliography-repair queue.,"Grounds claims that intervention, factorization, and object-level mechanisms are needed for representations to support counterfactual generalization.",Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0090,.;/;_;a;b;c;d;e;i;l;m;n;o;p;r;s;v;z,General Identifiability and Achievability for CRL
S16ff5339b8,resolved_with_abstract,abstract_read,arxiv,"Geometric Deep Learning: Grids, Groups, Graphs, Geodesics, and Gauges",Michael M. Bronstein; Joan Bruna; Taco Cohen; Petar Veličković,2021,arXiv,,http://arxiv.org/abs/2104.13478v2,2104.13478,geometry_symmetry;world_models,True,"The last decade has witnessed an experimental revolution in data science and machine learning, epitomised by deep learning methods. Indeed, many high-dimensional learning tasks previously thought to be beyond reach -- such as computer vision, playing Go, or protein folding -- are in fact feasible with appropriate computational scale.","Grounds the geometric side of the corpus: invariances, equivariances, group actions, manifolds, and latent structure. Grounds the world-model and latent-state framing used across intervention, planning, and causal representation papers.",Abstract metadata was available; full text was not automatically read in this pass.,R0116,.;/;_;a;c;d;e;i;k;m;n;p;r;s;u;v;w,"Bronstein, M. M., Bruna, J., Cohen, T., and Velickovic, P. Geometric Deep Learning: Grids, Groups, Graphs, Geodesics, and Gauges. arXiv:2104.13478 (2021)."
S29f153b405,resolved_with_abstract,abstract_read,openalex,Goal Misgeneralization in Deep Reinforcement Learning,Lauro Langosco; Jack C. Koch; Lee Sharkey; Jacob Pfau; Laurent Orseau; David Krueger,2021,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2105.14111,https://openalex.org/W4287164755,,agency_viability;ood_generalization,True,"We study goal misgeneralization, a type of out-of-distribution generalization failure in reinforcement learning (RL). Goal misgeneralization failures occur when an RL agent retains its capabilities out-of-distribution yet pursues the wrong goal.","Grounds the corpus's view of agents as bounded systems that preserve viability through regulation, control, and adaptive coupling. Grounds warnings about shortcut solutions, underspecification, and failures of in-distribution success to imply robust transfer.",Abstract metadata was available; full text was not automatically read in this pass.,R0159,.;/;0;2;6;;;_;a;b;c;d;e;f;g;h;i;k;l;m;n;o;p;r;s;t;u;x;y,"Langosco, Lauro and Koch, Jack and Sharkey, Lee and Pfau, Jacob and Orseau, Laurent and Krueger, David (). Goal Misgeneralization in Deep Reinforcement Learning. International Conference on Machine Learning"
Sc32f52ab18,resolved_with_abstract,abstract_read,openalex,Grokking: Generalization Beyond Overfitting on Small Algorithmic Datasets,Alethea Power; Yuri Burda; Harri Edwards; I. Babuschkin; Vedant Misra,2022,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2201.02177,https://openalex.org/W4226434736,,ood_generalization,True,"In this paper we propose to study generalization of neural networks on small algorithmically generated datasets. In some situations we show that neural networks learn through a process of ""grokking"" a pattern in the data, improving generalization performance from random chance level to perfect generalization, and that this improvement in generalization can happen well past the point of overfitting.","Grounds warnings about shortcut solutions, underspecification, and failures of in-distribution success to imply robust transfer.",Abstract metadata was available; full text was not automatically read in this pass.,R0128,.;/;_;a;c;d;e;i;k;m;n;p;r;s;u;v;w,"Power, A., Burda, Y., Edwards, H., Babuschkin, I., and Misra, V. Grokking: Generalization Beyond Overfitting on Small Algorithmic Datasets. ICLR Workshop (2022)."
S7df6db8b63,resolved_with_abstract,abstract_read,openalex,Group Equivariant Convolutional Networks,Taco Cohen; Max Welling,2016,arXiv (Cornell University),https://doi.org/10.48550/arxiv.1602.07576,https://openalex.org/W2279221249,,geometry_symmetry;ood_generalization,True,"We introduce Group equivariant Convolutional Neural Networks (G-CNNs), a natural generalization of convolutional neural networks that reduces sample complexity by exploiting symmetries.","Grounds the geometric side of the corpus: invariances, equivariances, group actions, manifolds, and latent structure. Grounds warnings about shortcut solutions, underspecification, and failures of in-distribution success to imply robust transfer.",Abstract metadata was available; full text was not automatically read in this pass.,R0117;R0163,.;/;0;2;6;_;a;b;c;d;e;f;g;i;k;l;m;n;o;p;r;s;t;u;v;w,"Cohen, T. and Welling, M. Group Equivariant Convolutional Networks. ICML (2016)."
Sfbb395eea0,manual_foundational_reference,topic_inferred_from_citation_fragment,manual_topic_seed,Habituation / sensory adaptation in cognitive neuroscience: how biological systems dampen response to repeated stimuli,,,,,,,general_foundation,False,Resolved as a foundational topic rather than a single metadata record: response attenuation under repeated stimulation. Use as conceptual background and repair the exact bibliographic target before final publication.,Provides background literature context; its exact role needs manual section-level placement.,Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0063,.;/;_;a;b;d;e;g;l;m;n;o;p;r;s;t;u;v,Habituation / sensory adaptation in cognitive neuroscience: how biological systems dampen response to repeated stimuli
S7ad341fe44,manual_foundational_reference,topic_inferred_from_citation_fragment,manual_topic_seed,Habituation in cognitive neuroscience: dampened motor response while preserving sensory detection,,,,,,,general_foundation,False,Resolved as a foundational topic rather than a single metadata record: response attenuation under repeated stimulation. Use as conceptual background and repair the exact bibliographic target before final publication.,Provides background literature context; its exact role needs manual section-level placement.,Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0030,.;/;_;a;b;d;e;g;h;i;m;n;p;r;s;t;u,Habituation in cognitive neuroscience: dampened motor response while preserving sensory detection
Se3d6f5b156,manual_foundational_reference,topic_inferred_from_citation_fragment,manual_topic_seed,Habituation in cognitive neuroscience: how biological systems dampen response to repeated stimuli without losing the underlying detection,,,,,,,general_foundation,False,Resolved as a foundational topic rather than a single metadata record: response attenuation under repeated stimulation. Use as conceptual background and repair the exact bibliographic target before final publication.,Provides background literature context; its exact role needs manual section-level placement.,Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0040,.;/;_;a;b;d;e;g;h;i;m;n;o;p;r;s;t;u,Habituation in cognitive neuroscience: how biological systems dampen response to repeated stimuli without losing the underlying detection
Sea1cf13144,manual_foundational_reference,topic_inferred_from_citation_fragment,manual_topic_seed,Habituation literature (carried from P23B),,,,,,,general_foundation,False,Resolved as a foundational topic rather than a single metadata record: response attenuation under repeated stimulation. Use as conceptual background and repair the exact bibliographic target before final publication.,Provides background literature context; its exact role needs manual section-level placement.,Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0053,.;/;_;a;c;d;e;i;l;m;n;o;p;r;s;t;v,Habituation literature (carried from P23B)
Sace0107c7d,manual_foundational_reference,topic_inferred_from_citation_fragment,manual_topic_seed,Habituation literature (carried from P23B): decision-layer cooling preserves detection while regulating action,,,,,,,general_foundation,False,Resolved as a foundational topic rather than a single metadata record: response attenuation under repeated stimulation. Use as conceptual background and repair the exact bibliographic target before final publication.,Provides background literature context; its exact role needs manual section-level placement.,Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0057,.;/;_;a;c;d;e;g;i;l;m;n;o;p;r;s;t;v,Habituation literature (carried from P23B): decision-layer cooling preserves detection while regulating action.
S0cb7e29962,unresolved_external_reference,topic_inferred_from_citation_fragment,manual_topic_seed,Harper & Row.,,,,,,,general_foundation,False,No reliable external metadata/abstract was recovered automatically. Keep this row in the running bibliography-repair queue.,Provides background literature context; its exact role needs manual section-level placement.,Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0059,.;/;_;a;c;d;e;h;i;k;m;n;p;r;s;t;y,Harper & Row.
S6e7f166304,resolved_with_abstract,abstract_read,arxiv,Holistic Evaluation of Language Models,Percy Liang; Rishi Bommasani; Tony Lee; Dimitris Tsipras; Dilara Soylu; Michihiro Yasunaga; Yian Zhang; Deepak Narayanan; Yuhuai Wu; Ananya Kumar; Benjamin Newman; Binhang Yuan; Bobby Yan; Ce Zhang; Christian Cosgrove; Christopher D. Manning; Christopher Ré; Diana Acosta-Navas; Drew A. Hudson; Eric Zelikman; Esin Durmus; Faisal Ladhak; Frieda Rong; Hongyu Ren; Huaxiu Yao; Jue Wang; Keshav Santhanam; Laurel Orr; Lucia Zheng; Mert Yuksekgonul; Mirac Suzgun; Nathan Kim; Neel Guha; Niladri Chatterji; Omar Khattab; Peter Henderson; Qian Huang; Ryan Chi; Sang Michael Xie; Shibani Santurkar; Surya Ganguli; Tatsunori Hashimoto; Thomas Icard; Tianyi Zhang; Vishrav Chaudhary; William Wang; Xuechen Li; Yifan Mai; Yuhui Zhang; Yuta Koreeda,2022,arXiv,,http://arxiv.org/abs/2211.09110v2,2211.09110,uncertainty_inquiry;ood_generalization,True,Our evaluation surfaces 25 top-level findings.,"Grounds probe-value, reengagement, and inquiry claims in epistemic uncertainty, expected information gain, and active sampling. Grounds warnings about shortcut solutions, underspecification, and failures of in-distribution success to imply robust transfer.",Abstract metadata was available; full text was not automatically read in this pass.,R0157;R0177,.;/;0;2;6;_;a;b;c;d;e;f;g;h;i;k;l;m;n;o;p;r;s;t;u;x;y,"Liang, Percy and Bommasani, Rishi and Lee, Tony and Tsipras, Dimitris and Soylu, Dilara and Yasunaga, Michihiro and others (). Holistic Evaluation of Language Models. arXiv preprint arXiv:2211.09110"
S3c5117b11a,resolved_with_abstract,abstract_read,arxiv,Diff-Plugin: Revitalizing Details for Diffusion-based Low-level Tasks,Yuhao Liu; Zhanghan Ke; Fang Liu; Nanxuan Zhao; Rynson W. H. Lau,2024,arXiv,,http://arxiv.org/abs/2403.00644v4,2403.00644,ood_generalization;meaning_mind,True,"Specifically, we first propose a lightweight Task-Plugin module with a dual branch design to provide task-specific priors, guiding the diffusion process in preserving image content. We then propose a Plugin-Selector that can automatically select different Task-Plugins based on the text instruction, allowing users to edit images by indicating multiple low-level tasks with natural language.","Grounds warnings about shortcut solutions, underspecification, and failures of in-distribution success to imply robust transfer. Grounds the philosophical/neurobiological bridge from signal processing to meaning, relevance, attention, and organism-relative worlds.",Abstract metadata was available; full text was not automatically read in this pass.,R0114,.;/;_;a;c;d;e;i;k;m;n;p;r;s;u;v;w,"Bennett, M. T. How to Create Conscious Machines. arXiv:2403.00644 (2024)."
S513da203b0,resolved_with_abstract,abstract_read,arxiv,Illuminating search spaces by mapping elites,Jean-Baptiste Mouret; Jeff Clune,2015,arXiv,,http://arxiv.org/abs/1504.04909v1,1504.04909,ood_generalization,True,"Many fields use search algorithms, which automatically explore a search space to find high-performing solutions: chemists search through the space of molecules to discover new drugs; engineers search for stronger, cheaper, safer designs, scientists search for models that best explain data, etc. Interestingly, because MAP-Elites explores more of the search space, it also tends to find a better overall solution than state-of-the-art search algorithms.","Grounds warnings about shortcut solutions, underspecification, and failures of in-distribution success to imply robust transfer.",Abstract metadata was available; full text was not automatically read in this pass.,R0111,.;/;_;a;b;c;d;e;i;l;m;n;o;p;r;s;t;u;v,"Mouret, J.-B., & Clune, J. (2015). Illuminating search spaces by mapping elites. arXiv:1504.04909."
S1dd39b8017,resolved_with_abstract,abstract_read,openalex,In Search of Lost Domain Generalization,Ishaan Gulrajani; David López-Paz,2020,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2007.01434,https://openalex.org/W3039431315,,ood_generalization;world_models,True,"Contrary to prior work, we argue that domain generalization algorithms without a model selection strategy should be regarded as incomplete. We conduct extensive experiments using DomainBed and find that, when carefully implemented, empirical risk minimization shows state-of-the-art performance across all datasets.","Grounds warnings about shortcut solutions, underspecification, and failures of in-distribution success to imply robust transfer. Grounds the world-model and latent-state framing used across intervention, planning, and causal representation papers.",Abstract metadata was available; full text was not automatically read in this pass.,R0162,.;/;0;2;6;_;a;b;c;d;e;f;g;i;k;l;m;n;o;p;r;s;t;u,"Gulrajani, Ishaan and Lopez-Paz, David (). In Search of Lost Domain Generalization. International Conference on Learning Representations"
S6e5ba7b7ff,resolved_with_abstract,abstract_read,arxiv,Inducing Causal World Models in LLMs for Zero-Shot Physical Reasoning,Aditya Sharma; Ananya Gupta; Chengyu Wang; Chiamaka Adebayo; Jakub Kowalski,2025,arXiv,,http://arxiv.org/abs/2507.19855v4,2507.19855,causal_representation;ood_generalization;world_models,True,"In this paper, we introduce Causal World Model Induction (CWMI), a novel framework designed to embed an explicit model of causal physics within an LLM. Experimental results show that CWMI significantly outperforms state-of-the-art LLMs on zero-shot physical reasoning tasks, including the PIQA benchmark and our newly proposed PhysiCa-Bench dataset.","Grounds claims that intervention, factorization, and object-level mechanisms are needed for representations to support counterfactual generalization. Grounds warnings about shortcut solutions, underspecification, and failures of in-distribution success to imply robust transfer. Grounds the world-model and latent-state framing used across intervention, planning, and causal representation papers.",Abstract metadata was available; full text was not automatically read in this pass.,R0111,.;/;_;a;b;c;d;e;i;l;m;n;o;p;r;s;t;u;v,"Sharma, A., Nguyen, L., Gupta, A., Wang, C., Adebayo, C., & Kowalski, J. (2025). Inducing Causal World Models in LLMs for Zero-Shot Physical Reasoning. arXiv:2507.19855."
Sc0eddf169f,manual_foundational_reference,topic_inferred_from_citation_fragment,manual_topic_seed,Information value vs information cost in active inference: Friston's free-energy framing of when to attend vs disengage Plus the established stack:,,,,,,,uncertainty_inquiry,False,Resolved as a foundational topic rather than a single metadata record: active inference and precision/value-of-information framing. Use as conceptual background and repair the exact bibliographic target before final publication.,"Grounds probe-value, reengagement, and inquiry claims in epistemic uncertainty, expected information gain, and active sampling.",Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0064,.;/;_;a;b;d;e;g;l;m;n;o;p;r;s;t;u;v,Information value vs information cost in active inference: Friston's free-energy framing of when to attend vs disengage Plus the established stack:
S67093e549d,resolved_metadata_only,metadata_read,openalex,L'individu et sa genèse physico-biologique,Gilbert Simondon; Jacques Garelli,1995,,,https://openalex.org/W577564400,,general_foundation,False,Resolved as a foundational topic rather than a single metadata record: individuation and metastable systems. Use as conceptual background and repair the exact bibliographic target before final publication.,Provides background literature context; its exact role needs manual section-level placement.,"Metadata resolved, but no abstract was exposed by the queried endpoint.",R0059,.;/;_;a;c;d;e;h;i;k;m;n;p;r;s;t;y,"Simondon, G. (1958). L'Individu et sa genèse physico-biologique. Presses Universitaires de France."
S3e27d5ec97,resolved_with_abstract,abstract_read,arxiv,Latent State Design for World Models under Sufficiency Constraints,Keon Woo Kim,2026,arXiv,,http://arxiv.org/abs/2605.01694v1,2605.01694,causal_representation;agency_viability;uncertainty_inquiry;geometry_symmetry;ood_generalization;world_models,True,"We propose a functional taxonomy that groups methods by what their latent state is for, rather than by architecture or application domain: predictive embedding, recurrent belief state, object/causal structure, latent action interface, grounded planning interface, and memory substrate.","Grounds claims that intervention, factorization, and object-level mechanisms are needed for representations to support counterfactual generalization. Grounds the corpus's view of agents as bounded systems that preserve viability through regulation, control, and adaptive coupling. Grounds probe-value, reengagement, and inquiry claims in epistemic uncertainty, expected information gain, and active sampling.",Abstract metadata was available; full text was not automatically read in this pass.,R0111,.;/;_;a;b;c;d;e;i;l;m;n;o;p;r;s;t;u;v,"Kim, K. W. (2026). Latent State Design for World Models under Sufficiency Constraints. arXiv:2605.01694. Le Lidec, Q., Biza, O., Goudet, O., Balestriero, R., & Lajoie, G. (2026). Causal-JEPA: Learning World Models through Object-Level Latent Interventions. arXiv:2602.11389."
S7248cca717,resolved_with_abstract,abstract_read,openalex,Le normal et le pathologique,Georges Canguilhem,2013,Presses Universitaires de France eBooks,https://doi.org/10.3917/puf.cangu.2013.01,https://openalex.org/W1489661713,,uncertainty_inquiry,True,"« Le travail présent est un effort pour intégrer à la spéculation philosophique quelques-unes des méthodes et des acquisitions de la médecine. Il ne s'agit de donner aucune leçon, de porter sur l'activité médicale aucun jugement normatif […].","Grounds probe-value, reengagement, and inquiry claims in epistemic uncertainty, expected information gain, and active sampling.",Abstract metadata was available; full text was not automatically read in this pass.,R0059,.;/;_;a;c;d;e;h;i;k;m;n;p;r;s;t;y,"Canguilhem, G. (1966). Le Normal et le pathologique. Presses Universitaires de France."
S29f3cb25a7,resolved_with_abstract,abstract_read,openalex,Learning Layer-wise Equivariances Automatically using Gradients,Tycho F. A. van der Ouderaa; Alexander Immer; Mark van der Wilk,2023,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2310.06131,https://openalex.org/W4387560779,,geometry_symmetry,True,"We demonstrate the ability to automatically learn layer-wise equivariances on image classification tasks, achieving equivalent or improved performance over baselines with hard-coded symmetry.","Grounds the geometric side of the corpus: invariances, equivariances, group actions, manifolds, and latent structure.",Abstract metadata was available; full text was not automatically read in this pass.,R0131,.;/;_;a;c;d;e;i;k;m;n;p;r;s;u;v;w,"van der Ouderaa, T. F. A., Immer, A., and van der Wilk, M. Learning Layer-wise Equivariances Automatically using Gradients. NeurIPS (2023)."
S87db2f1f83,unresolved_external_reference,topic_inferred_from_citation_fragment,manual_topic_seed,Locatello et al. (disentangled representations),,,,,,,world_models,False,No reliable external metadata/abstract was recovered automatically. Keep this row in the running bibliography-repair queue.,"Grounds the world-model and latent-state framing used across intervention, planning, and causal representation papers.",Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0066,.;/;;;_;a;b;d;e;g;l;m;n;o;p;r;s;t;u;v;w,Locatello et al. (disentangled representations)
S8f571b0042,resolved_with_abstract,abstract_read,arxiv,Locating and Editing Factual Associations in GPT,Kevin Meng; David Bau; Alex Andonian; Yonatan Belinkov,2022,arXiv,,http://arxiv.org/abs/2202.05262v5,2202.05262,causal_representation;uncertainty_inquiry;ood_generalization,True,"We analyze the storage and recall of factual associations in autoregressive transformer language models, finding evidence that these associations correspond to localized, directly-editable computations. We find that ROME is effective on a standard zero-shot relation extraction (zsRE) model-editing task, comparable to existing methods.","Grounds claims that intervention, factorization, and object-level mechanisms are needed for representations to support counterfactual generalization. Grounds probe-value, reengagement, and inquiry claims in epistemic uncertainty, expected information gain, and active sampling. Grounds warnings about shortcut solutions, underspecification, and failures of in-distribution success to imply robust transfer.",Abstract metadata was available; full text was not automatically read in this pass.,R0172,.;/;0;2;6;_;a;b;c;d;e;f;g;i;k;l;m;n;o;p;r;s;t;u,"Meng, Kevin and Bau, David and Andonian, Alex and Belinkov, Yonatan (). Locating and Editing Factual Associations in GPT. Advances in Neural Information Processing Systems"
S0a2e177374,manual_foundational_reference,topic_inferred_from_citation_fragment,manual_topic_seed,Logic: The Theory of Inquiry,,2005,,,,,general_foundation,False,Resolved as a foundational topic rather than a single metadata record: inquiry as situated corrective action. Use as conceptual background and repair the exact bibliographic target before final publication.,Provides background literature context; its exact role needs manual section-level placement.,Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0059,.;/;_;a;c;d;e;h;i;k;m;n;p;r;s;t;y,"Dewey, J. (1938). Logic: The Theory of Inquiry. Henry Holt. Di Paolo, E. (2005)."
Sd6e26a92c0,unresolved_external_reference,topic_inferred_from_citation_fragment,manual_topic_seed,"Mind in Life: Biology, Phenomenology, and the Sciences of Mind",,2007,,,,,meaning_mind,False,No reliable external metadata/abstract was recovered automatically. Keep this row in the running bibliography-repair queue.,"Grounds the philosophical/neurobiological bridge from signal processing to meaning, relevance, attention, and organism-relative worlds.",Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0059,.;/;_;a;c;d;e;h;i;k;m;n;p;r;s;t;y,"Thompson, E. (2007). Mind in Life: Biology, Phenomenology, and the Sciences of Mind. Harvard University Press."
S363fee3333,unresolved_external_reference,topic_inferred_from_citation_fragment,manual_topic_seed,Modeling by Shortest Data Description,,1978,,,,,general_foundation,False,No reliable external metadata/abstract was recovered automatically. Keep this row in the running bibliography-repair queue.,Provides background literature context; its exact role needs manual section-level placement.,Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0134,.;/;_;a;c;d;e;i;k;m;n;p;r;s;u;v;w,"Rissanen, J. Modeling by Shortest Data Description. Automatica 14(5):465-471 (1978)."
S42b9b754e9,resolved_with_abstract,abstract_read,arxiv,Shortcut Learning in Deep Neural Networks,Robert Geirhos; Jörn-Henrik Jacobsen; Claudio Michaelis; Richard Zemel; Wieland Brendel; Matthias Bethge; Felix A. Wichmann,2020,arXiv,,http://arxiv.org/abs/2004.07780v5,2004.07780,ood_generalization,True,"Deep learning has triggered the current rise of artificial intelligence and is the workhorse of today's machine intelligence. Numerous success stories have rapidly spread all over science, industry and society, but its limitations have only recently come into focus.","Grounds warnings about shortcut solutions, underspecification, and failures of in-distribution success to imply robust transfer.",Abstract metadata was available; full text was not automatically read in this pass.,R0120;R0167,.;/;0;2;6;_;a;b;c;d;e;f;g;i;k;l;m;n;o;p;r;s;t;u;v;w,"Geirhos, R., Jacobsen, J.-H., Michaelis, C., Zemel, R., Brendel, W., Bethge, M., and Wichmann, F. A. Shortcut Learning in Deep Neural Networks. Nature Machine Intelligence 2:665-673 (2020)."
Saa124feb7b,unresolved_external_reference,topic_inferred_from_citation_fragment,manual_topic_seed,Neural architecture search: A survey,,2019,,,,,general_foundation,False,No reliable external metadata/abstract was recovered automatically. Keep this row in the running bibliography-repair queue.,Provides background literature context; its exact role needs manual section-level placement.,Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0111,.;/;_;a;b;c;d;e;i;l;m;n;o;p;r;s;t;u;v,"Elsken, T., Metzen, J. H., & Hutter, F. (2019). Neural architecture search: A survey. Journal of Machine Learning Research, 20(55), 1-21."
Sa9d33e6784,unresolved_external_reference,topic_inferred_from_citation_fragment,manual_topic_seed,Neural Computation 9(1):1-42 (1997),,1997,,,,,general_foundation,False,No reliable external metadata/abstract was recovered automatically. Keep this row in the running bibliography-repair queue.,Provides background literature context; its exact role needs manual section-level placement.,Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0121,.;/;_;a;c;d;e;i;k;m;n;p;r;s;u;v;w,"Hochreiter, S. and Schmidhuber, J. Flat Minima. Neural Computation 9(1):1-42 (1997)."
Sdf53477de3,resolved_with_abstract,abstract_read,arxiv,Neural networks are a priori biased towards Boolean functions with low entropy,Chris Mingard; Joar Skalse; Guillermo Valle-Pérez; David Martínez-Rubio; Vladimir Mikulik; Ard A. Louis,2019,arXiv,,http://arxiv.org/abs/1909.11522v3,1909.11522,general_foundation,True,"Finally, we prove that, regardless of the distribution of inputs, the bias towards low entropy becomes monotonically stronger upon adding ReLU layers, and empirically show that increasing the variance of the bias term has a similar effect.",Provides background literature context; its exact role needs manual section-level placement.,Abstract metadata was available; full text was not automatically read in this pass.,R0136,.;/;_;a;c;d;e;i;k;m;n;p;r;s;u;v;w,"Mingard, C., Skalse, J., Valle-Perez, G., Martinez-Rubio, D., Mikulik, V., and Louis, A. A. Neural Networks are a Priori Biased Towards Boolean Functions with Low Entropy. arXiv:1909.11522 (2019)."
Sb611dd5c0c,manual_foundational_reference,topic_inferred_from_citation_fragment,manual_topic_seed,"Novelty detection / change-point detection: CUSUM, page-Hinkley, surprise-driven exploration",,,,,,,uncertainty_inquiry,False,Resolved as a foundational topic rather than a single metadata record: sequential change detection. Use as conceptual background and repair the exact bibliographic target before final publication.,"Grounds probe-value, reengagement, and inquiry claims in epistemic uncertainty, expected information gain, and active sampling.",Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0074,.;/;_;a;b;d;e;g;i;l;m;n;o;p;r;s;t;u;v,"Novelty detection / change-point detection: CUSUM, page-Hinkley, surprise-driven exploration"
S75823da248,unresolved_external_reference,topic_inferred_from_citation_fragment,manual_topic_seed,Object centric architectures enable efficient causal representation learning,,2024,,,,,causal_representation;world_models,False,No reliable external metadata/abstract was recovered automatically. Keep this row in the running bibliography-repair queue.,"Grounds claims that intervention, factorization, and object-level mechanisms are needed for representations to support counterfactual generalization. Grounds the world-model and latent-state framing used across intervention, planning, and causal representation papers.",Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0015,.;/;_;a;c;d;e;m;n;o;p;r;s;t;x;y,"Mansouri, A., Hartford, J., Zhang, Y., & Bengio, Y. (2024). Object centric architectures enable efficient causal representation learning. ICLR 2024."
S271a90d275,resolved_with_abstract,abstract_read,arxiv,Object-Centric World Models for Causality-Aware Reinforcement Learning,Yosuke Nishimoto; Takashi Matsubara,2025,arXiv,,http://arxiv.org/abs/2511.14262v3,2511.14262,causal_representation;agency_viability;meaning_mind;world_models,True,"Motivated by this insight, we propose \emph{Slot Transformer Imagination with CAusality-aware reinforcement learning} (STICA), a unified framework in which object-centric Transformers serve as the world model and causality-aware policy and value networks. Experiments on object-rich benchmarks demonstrate that STICA consistently outperforms state-of-the-art agents in both sample efficiency and final performance.","Grounds claims that intervention, factorization, and object-level mechanisms are needed for representations to support counterfactual generalization. Grounds the corpus's view of agents as bounded systems that preserve viability through regulation, control, and adaptive coupling. Grounds the philosophical/neurobiological bridge from signal processing to meaning, relevance, attention, and organism-relative worlds.",Abstract metadata was available; full text was not automatically read in this pass.,R0015,.;/;_;a;c;d;e;m;n;o;p;r;s;t;x;y,"Nishimoto, Y., & Matsubara, T. (2026). Object-centric world models for causality-aware reinforcement learning. arXiv:2511.14262."
Sd1b62f134c,unresolved_external_reference,topic_inferred_from_citation_fragment,manual_topic_seed,Omnigrok: Grokking Beyond Algorithmic Data,,2023,,,,,general_foundation,False,No reliable external metadata/abstract was recovered automatically. Keep this row in the running bibliography-repair queue.,Provides background literature context; its exact role needs manual section-level placement.,Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0125,.;/;_;a;c;d;e;i;k;m;n;p;r;s;u;v;w,"Liu, Z., Michaud, E. J., and Tegmark, M. Omnigrok: Grokking Beyond Algorithmic Data. ICLR (2023)."
Seb951b043f,unresolved_external_reference,topic_inferred_from_citation_fragment,manual_topic_seed,On Large-Batch Training for Deep Learning: Generalization Gap and Sharp Minima,,2017,,,,,ood_generalization,False,No reliable external metadata/abstract was recovered automatically. Keep this row in the running bibliography-repair queue.,"Grounds warnings about shortcut solutions, underspecification, and failures of in-distribution success to imply robust transfer.",Requires manual bibliographic resolution before it can support a strong literature-review claim.,R0123,.;/;_;a;c;d;e;i;k;m;n;p;r;s;u;v;w,"Keskar, N. S., Mudigere, D., Nocedal, J., Smelyanskiy, M., and Tang, P. T. P. On Large-Batch Training for Deep Learning: Generalization Gap and Sharp Minima. ICLR (2017)."
S49b404fecd,resolved_with_abstract,abstract_read,arxiv,On the Ability of Deep Networks to Learn Symmetries from Data: A Neural Kernel Theory,Andrea Perin; Stephane Deny,2024,arXiv,,http://arxiv.org/abs/2412.11521v2,2412.11521,causal_representation;geometry_symmetry;ood_generalization,True,The group-cyclic nature of the dataset allows us to analyze the Gram matrix of neural kernels in the Fourier domain; here we find a simple characterization of the generalization error as a function of class separation (signal) and class-orbit density (noise).,"Grounds claims that intervention, factorization, and object-level mechanisms are needed for representations to support counterfactual generalization. Grounds the geometric side of the corpus: invariances, equivariances, group actions, manifolds, and latent structure. Grounds warnings about shortcut solutions, underspecification, and failures of in-distribution success to imply robust transfer.",Abstract metadata was available; full text was not automatically read in this pass.,R0127,.;/;_;a;c;d;e;i;k;m;n;p;r;s;u;v;w,"Perin, A. and Deny, S. On the Ability of Deep Networks to Learn Symmetries from Data: A Neural Kernel Theory. arXiv:2412.11521 (2024)."
S8e44d414cb,resolved_with_abstract,abstract_read,arxiv,"On the Computation of Meaning, Language Models and Incomprehensible Horrors",Michael Timothy Bennett,2023,arXiv,,http://arxiv.org/abs/2304.12686v2,2304.12686,meaning_mind;world_models,True,"To address this, we propose simulating human feelings and optimising models to construct weak representations. Our findings shed light on the relationship between meaning and intelligence, and how we can build machines that comprehend and intend meaning.","Grounds the philosophical/neurobiological bridge from signal processing to meaning, relevance, attention, and organism-relative worlds. Grounds the world-model and latent-state framing used across intervention, planning, and causal representation papers.",Abstract metadata was available; full text was not automatically read in this pass.,R0016;R0059;R0097,.;/;;;_;a;b;c;d;e;f;g;h;i;k;l;m;n;o;p;r;s;t;u;v;y;z,"Bennett, M. T. (2023). On the computation of meaning, language models, and incomprehensible horrors. Synthese 201, 75."
